ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Scraped Tweet ID
08-309,19/04/23 04:04:49,https://twitter.com/sleeppooker/status/985088302129844224,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@sleeppooker,yeng,"I'm a little bit of everything rolled into one... I'm a sinner, i'm a saint.",Anonymous,09/10,222,72,Moon,@BLNadeau please get information from both side first and get your own facts/proof before posting article regarding the drug war in Philippines. You're recent article info comes from fake news outlet Rappler.,,"Text, Reply",14/04/18 09:32,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2101
08-310,11/05/23 21:48:49,https://twitter.com/futboladiktus/status/984639393938882560,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@futboladiktus,Ken,"🇵🇭❤️💚 i'm game if it's about the beautiful game.. my mind, my adventures..",Anonymous,09/10,842,294,,"good job @facebook 👏
you made rappler as ""fact checker"", who continuously spread fake news and violates Philippine Laws. https://t.co/58OkBJTT6N",,"Text, Quote Tweet",13/04/18 03:48,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2109
08-311,16/05/23 00:26:27,https://twitter.com/melodypaguia/status/984380584771313664,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@melodypaguia,Melody Paguia,"Employer, Mother of 4 great children, Bookworm, Loves to cook, Poet, Loves to travel",Identified,09/15,312,183,Quezon City,@Official_Markfb I don’t know why you partner with Rappler and Vera Files in Philippines to check fakenews when in fact they are the biggest fakenewsmakers here. Please make an unbiased survey to know the truth.,,Text,12/04/18 10:39,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2115
08-312,19/04/23 04:19:09,https://twitter.com/Lynne39679291/status/984371658604630017,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Lynne39679291,Lynne,I am me!,Anonymous,04/18,252,12,"Manhattan, NY","@rapplerdotcom Fake News - Rappler ! You have the guts to even asked? Eh Gawain nyo yan!! Gumawa ng istorya without checking, without verifying! SMH!",,"Text, Reply",12/04/18 10:04,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2117
08-313,11/05/23 21:48:19,https://twitter.com/Ropositive/status/982104948975452160,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Ropositive,Owen,"Homecook. Registered Radiologic Technologist. 

Memento Mori",Anonymous,08/09,595,310,Republic of the Philippines,"Appointed son of God is infallible, Rappler. You peddle fake news yet again. #PraiseTheFather https://t.co/0P1cbBPwB4",,"Text, Quote Tweet",06/04/18 3:57,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2124
08-314,16/05/23 00:26:27,https://twitter.com/_noelgavina/status/979956711443259392,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@_noelgavina,Avinag Leon,One Big Fight! Ateneo Blue Eagles fanatic!,Anonymous,08/09,674,411,"Quezon City, Philippines",@mariaressa @FHMPhil Dapat number 1 ang rappler. Matic na dapat yun. Rappler = Fake News.,,"Text, Reply",31/03/18 05:41,,Rational,1,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2132
08-315,11/05/23 21:47:33,https://twitter.com/bambalanmannah/status/977304897300283392,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@bambalanmannah,Minerva B. Ruiz,,Anonymous,03/16,25,68,,@srsasot Fake news ng Rappler di natatapos para lang masiraan ang bansa. Political unrest? Sa Pangulo nila ina address ito pars siraan siya.,,"Text, Reply",23/03/18 22:03,,Rational,0,1,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2138
08-316,16/05/23 00:26:27,https://twitter.com/hellnextdoor/status/975349906448695297,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@hellnextdoor,Sigmund Sharp-Witted ⭐,"Highly Opinionated, Antagonist™, Acquired Savant, Mega Mind⊙Psychopathic, OCPD, Tax Payer, Oaf-Buster, Socio-Political Junkie, Rocket Scientist, Cum Laude.",Anonymous,06/14,368,101,Hell Nextdoor,@piaranada Bawal Kasi yung mga fake news outlets like Rappler. Marami Naman trusted at reliable media ang pwedeng mag cover. Wag kayo pa relevant! Magbayad muna kayo ng tax!,,"Text, Reply",18/03/18 12:35,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2146
08-317,11/05/23 21:47:02,https://twitter.com/Deemcma76111219/status/973661925014999040,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Deemcma76111219,lucky 7,,Anonymous,10/15,190,437,,"Oh sino na namang gagong abogado ito ni Leni ROBREDO!  Hoy ikaw at lahat ng L.P. ang mga LIAR kasama ni aling Leni, dapat dito matokhang, ULOL hindi sham ang drug war ng duterte administrations! At saan mo nakuha ang 20,000 murdered sa Rappler fake news? Para kang hindi abogado https://t.co/hmRlNWZAHy",,"Text, Quote Tweet",13/03/18 20:47,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2152
08-318,16/05/23 00:26:27,https://twitter.com/HilodJuanita/status/972306722139205632,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@HilodJuanita,Juanita Hilod,Hate Haters,Anonymous,07/17,45,36,,"@rapplerdotcom That is completely right Rappler. But bear in mind, you cant either just go fuck-up with the govt just like that. Go get what you deserve..and STOP BEING A LAWBREAKER AND STOP SPREADING FAKE NEWS! Rappler is dead!",,"Text, Reply",10/03/18 3:02,,Emotional,1,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2161
08-319,11/05/23 21:46:25,https://twitter.com/vegaminglan/status/971628875296817152,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@vegaminglan,jas,busy! working!,Anonymous,03/12,113,389,,@manilabulletin @MochaUson @MBChinoLeyco Nahuli ka tuloy😂nakupo magedsa people power kilikili ang rappler fake news media,,"Text, Reply",08/03/18 6:09,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2169
08-320,16/05/23 00:26:27,https://twitter.com/NokieVillanueva/status/969534690561609729,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@NokieVillanueva,Nokie Villanueva,"Azure Certified #DevOps Law student, #WSL2 fanboy / Lakers Fan, Blanka fighter, chef kuno, love to cook, port sniffer, part time Miron, Baby Trisha addict ❤❤❤",Anonymous,01/10,434,140,,"Ayaw nyo pa umamin, kung hindi Fake News, most of the time, twisted reporting lagi ginagawa nyo mga mainstream media! Boo! 👎👎 -Duterte says he banned Rappler due to 'twisted' reporting https://t.co/tnBuLEkVX3",,"Text, URL",02/03/18 11:27,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2176
08-321,11/05/23 21:45:28,https://twitter.com/hellnextdoor/status/968844034520244225,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@hellnextdoor,Sigmund Sharp-Witted ⭐,"Highly Opinionated, Antagonist™, Acquired Savant, Mega Mind⊙Psychopathic, OCPD, Tax Payer, Oaf-Buster, Socio-Political Junkie, Rocket Scientist, Cum Laude.",Anonymous,06/14,368,101,Hell Nextdoor,@natashya_g @JulianAssange You're the stupidest News reporter or Blogger ever! Girl mas lalo mo lang pinapakita kung gano kayo ka source of fake news! Sa buong Rappler team si @ayeemacaraig at @paterno_II lang yung pinakamagaling sa inyo! Resign ka na girl Wala kang substance at sense sa @rapplerdotcom https://t.co/rkrKF3GrpQ,,"Text, Reply, Image",28/02/18 13:43,,Emotional,1,1,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2183
08-322,16/05/23 00:26:27,https://twitter.com/pilipinasvirals/status/968546288445919232,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@pilipinasvirals,NoypiViral,,Anonymous,03/17,317,96,,FAKE NEWS NG RAPPLER INTERNATIONAL NA! | RAPPLER DINAMAY ANG WIKILEAKS FOUNDER: https://t.co/FXbb4PifvK via @YouTube,,"Text, URL",27/02/18 18:00,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2191
08-323,11/05/23 21:44:17,https://twitter.com/a_c_e_corbe/status/968455820559003648,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@a_c_e_corbe,ace,just me,Anonymous,01/12,120,75,,@JulianAssange @rapplerdotcom They been always a source of fake news sir! Burn Rappler ! 🔥😅😂😂😂,,"Text, Reply",27/02/18 12:00,,Emotional,5,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2199
08-324,16/05/23 00:26:27,https://twitter.com/zhaye/status/967644420500631553,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@zhaye,green tea,,Anonymous,05/09,84,125,Republic of the Philippines,@natashya_g @piaranada rappler=fake news,,"Text, Reply",25/02/18 06:16,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2207
08-325,11/05/23 21:41:18,https://twitter.com/ThyzenKingTrix/status/967133589031849984,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@ThyzenKingTrix,SilentROAR,ROAR,Anonymous,07/15,601,222,,"@cnnphilippines 

Are you following RAPPLER to be a portal of #FAKENEWS?

#FakeNewsCNN #CNNPHfakenews #BayarangMedia #CNNPhIsFakeNews https://t.co/ozfs7CKjqp",,"Text, Image",23/02/18 20:26,,Rational,1,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2214
08-326,16/05/23 00:26:27,https://twitter.com/FlatEarthPH/status/966722122365026304,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@FlatEarthPH,🇵🇭 Flat Earth Philippines 🇵🇭,"Proud DDS👊Flat Earther👍Ancient/Modern History Politics News all across continent under GOD's Firmament BTW research Geocentric #FlatEarth reality.
UNITEAM❤💚",Anonymous,12/15,503,2849,Republic of the Philippines,Cc  to Maria Ressa Pia Ranada of garbage Rappler dhil foreign own at hindi kau legit na media dito sa Pinas duon nlang kau mag apply ng accreditation as journalists sa Russia at baka titino pa kau don para mabawasan rin ang mga fake news maker d2 sa Pinas https://t.co/byLBSAcamI,,"Text, Image",22/02/18 17:11,,Emotional,7,2,6,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2221
08-327,11/05/23 21:40:41,https://twitter.com/iamDPM18/status/966620377915916288,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@iamDPM18,Sulu Boy,Once called The Negotiator.,Anonymous,04/13,58,621,"Maimbung, Sulu",We should be scared of the Fake News that Rappler is SPREADING. https://t.co/WI7Dd6RvyZ,,"Text, Quote Tweet",22/02/18 10:27,,Emotional,1,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2226
08-328,16/05/23 00:26:27,https://twitter.com/memeygreporamos/status/966518260693745664,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@memeygreporamos,Memey Ramos,,Identified,08/14,52,22,Philippines,@kristinamisajon @MochaUson @verafiles both of them post a lot of fake news d porket ayaw s balita ng rappler e kakampiham na c ms uson pareho cla palpak but the other is blogger maam,,"Text, Reply",22/02/18 03:41,,Emotional,1,1,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2237
08-329,11/05/23 21:40:04,https://twitter.com/KristovQ/status/966449667234971648,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@KristovQ,Kristov Q,Hello,Anonymous,12/12,245,652,Philippines,@rapplerdotcom No RAPPLER we don’t need someone like you who is being controlled by foreign entities and publishes Fake news!,,"Text, Reply",21/02/18 23:08,,Rational,2,0,1,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2243
08-330,16/05/23 00:26:27,https://twitter.com/vjm0906/status/966284846510190592,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@vjm0906,Valerie,"Come, butterfly It's late
We've miles to go together",Anonymous,12/15,1997,2313,...,"@Joseph_Morong @gmanews good. Rappler should just be what @LiberalPH blogger Jover is, meme fakenews maker",,"Text, Reply",21/02/18 12:13,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2251
08-331,11/05/23 21:39:18,https://twitter.com/gullwingcat/status/966157438675136514,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@gullwingcat,🇺🇸🇵🇭,“One Nation Under God”,Anonymous,09/15,1036,385,United States,@inquirerdotnet @JLDejesusINQ Freedom of expression is important but must not allow fake news making like what Rappler is.,,"Text, Reply",21/02/18 03:47,,Rational,1,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2259
08-332,16/05/23 00:26:27,https://twitter.com/dindotwits/status/966083487861112832,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@dindotwits,jose dindo englis,,Identified,06/10,48,17,"davao city, philippines",@unlicomments @inquirerdotnet @piaranada @NCorralesINQ hindi media ang rappler. fake news po sila. clueless.,,"Text, Reply",20/02/18 22:53,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2266
08-333,19/04/23 04:18:23,https://twitter.com/dionese_f/status/966072681190842368,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@dionese_f,Denise,,Anonymous,01/10,86,47,Netherlands,"@mariaressa @rapplerdotcom Maria ressa don’t use/ride freedom of speech to create fake news, the truth u ur rappler is law violator, rude en creator of fake news. Tumama rin ang badkarma sa inyong mga pinaggagawa kabastosan sa buong bansa!",,"Text, Reply",20/02/18 22:10,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",No bio,2267
08-334,19/04/23 04:30:22,https://twitter.com/iAmKoreeckz/status/966007339936448512,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@iAmKoreeckz,It'sMeBrandBoi,,Anonymous,11/13,535,55,,@rapplerdotcom ayan ganyan nga Rappler sa labas na lang kayo ngumakngak ng fake news nyo 😂😂😂,,"Text, Reply",20/02/18 17:51,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project","No bio

No location",2271
08-335,11/05/23 21:38:40,https://twitter.com/chajae_chen/status/965976821454876672,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@chajae_chen,Ari_Patricia,"I'm a Multifandom
Nctizen& Treasure Maker",Anonymous,05/17,280,4,"Taguig City, National Capital","Habang may hearing si SAP Bong Go, Rappler nakagawa na agad ng fake news... panoorin nyo sinabi ni SAP Bong Go. https://t.co/upjmB4Fj8Q",,"Text, URL",20/02/18 15:49,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2274
08-336,16/05/23 00:26:27,https://twitter.com/AnlaboTsong/status/965954354552430593,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@AnlaboTsong,Anlabo Tsong™,"In war, you can only be killed once, but in politics, many times. #AyawSaDilaw #UnitedDDS #WeAreDuterte #Duterte #BBMSara #Uniteam #CocoyGate",Anonymous,02/12,574,13987,We're everywhere and nowhere.,Naku po! Sunog na naman si Pia Ranada ng Rappler. Pinipilit pa kasi na hindi fake news ang isinulat nilang article. https://t.co/zZmE44Qgra,,"Text, URL",20/02/18 14:20,,Rational,8,0,4,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2279
08-337,11/05/23 21:37:06,https://twitter.com/LiarsClowns/status/965917722440736768,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@LiarsClowns,Liars and Clowns 🤡🤡🤡,"Iniibig ko ang Pilipinas, aking lupang sinilangan, tahanan ng aking lahi; kinukupkop ako at tinutulungang maging malakas, masipag at marangal.",Anonymous,06/09,646,680,,"@piaranada @rapplerdotcom de lima - saba queen,,, rappler/ pia - fakenews queen,, next CJ sereno then Ombudsman...or @TrillanesSonny - aso queen? Pathetic liars",,"Text, Reply",20/02/18 11:55,,Emotional,1,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2285
08-338,16/05/23 00:26:27,https://twitter.com/GeoliaMartin/status/965864222046543872,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@GeoliaMartin,Geolia Martin,"Fearless....Fighter....Idealistic... Accept any challenges in life...motivator....provider...don’t quit attitude.... IT, Accountant & Auditor...",Identified,11/12,988,265,"Dubai, UAE",@daxlucas @atomaraullo Pwede pa nman siya dun sa New Executive Building. Andun nman Presedential Spokes Person Harry Roque.  So Ano problema nya? Kahit sa bahay na lng nya sya okay lng Kasi puro nman Fake News ginagawa ni Pia at Rappler db,,"Text, Reply",20/02/18 08:22,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2296
08-339,19/04/23 01:28:53,https://twitter.com/jqlembuscado/status/965849490778288128,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@jqlembuscado,Jenalyn Embuscado,simple...,Identified,12/12,14,1,Indonesia,"@piaranada spo4,mabuti ganyan lang..kung ako ang presidente ipapasara ko yang fake news na rappler na yan..at ilalagay kita sa sako..pausukan ng matauhan ka.",,"Text, Reply",20/02/18 07:23,,Emotional,1,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2298
08-340,11/05/23 21:36:32,https://twitter.com/Rich_nlove/status/965810209603051520,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Rich_nlove,ritchel prado,News World News Government & Politics Government & Politics Politicians,Anonymous,03/17,50,1,Republic of the Philippines,@piaranada wala ka bang delicadeza?mahiya ka oi!!!rappler is not a news sight!!!kya ikaw isa kng fake reporter!,,"Text, Reply",20/02/18 04:47,,Emotional,4,0,1,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2304
